persona,script,modifier,query
pl_expat_parent,login_new_phone_number,anxious_security_fear,"Nie moge zalogowac sie do Revolut po zmianie numeru telefonu, bo kody wciaz ida na stary numer i juz nie mam dostepu do starej SIM ani telefonu. Bardzo sie martwie o moje pieniadze i dane, prosze pomozcie mi wejsc w recovery flow na nowy numer i potwierdzic tozsamosc, bo potrzebuje tez zmienic dane kontaktowe jak najszybciej."
pl_expat_parent,login_new_phone_number,confused_by_app_updates,"Zmieniłam numer telefonu i nie mogę zalogowac sie do Revolut, bo kody dalej ida na stary numer. Instrukcje, które znalazlam, nie pasuja do tego co widze w appce na Androidzie po aktualizacji — gdzie teraz mam zaczac recovery flow i jak potwierdzic tożsamość bez starej SIM?"
pl_expat_parent,login_new_phone_number,angry_after_waiting,"Zmieniłam numer telefonu i teraz nie mogę zalogowac sie do Revolut, bo kody dalej ida na stary numer, a ja juz czekam na to za dlugo. Chce natychmiast jasnej instrukcji jak przejsc recovery flow na nowy numer, potwierdzic tozsamosc i zaktualizowac dane kontaktowe, bo nie mam juz dostepu do starej SIM ani telefonu."
pl_expat_parent,lost_passkey_device,empty,"Stracilam telefon, na ktorym byl zapisany moj Revolut passkey, a teraz na nowym Androidzie nie moge sie zalogowac. Prosze o pomoc w odzyskaniu dostepu do konta, usunieciu tego niedostepnego passkey i sprawdzeniu, jak moge zweryfikowac tozsamosc oraz zabezpieczyc konto, jesli stary telefon trafi w niepowolane rece."
pl_expat_parent,lost_passkey_device,poor_internet_connection,"Hi, I lost the phone where my Revolut passkey was saved and after a factory reset I can’t log in on my new Android, the app keeps failing because of my unstable internet. Can you help me recover access, remove/replace that passkey if possible, and make sure my account is secure if someone still has the old device?"
pl_expat_parent,lost_passkey_device,anxious_security_fear,"Stracilam telefon z zapisanym passkey do Revolut i teraz po zmianie na nowy Android nie moge sie zalogowac ani potwierdzic konta. Prosze pomozcie mi odzyskac dostep, usunac ten niedostepny passkey i zabezpieczyc konto, bo bardzo sie boje, ze ktos moze miec dostep do moich pieniedzy albo danych — czy moje srodki sa teraz bezpieczne?"
pl_expat_parent,lost_passkey_device,confused_by_app_updates,"Stracilam telefon z passkey albo zrobilam factory reset i teraz na nowym Androidzie nie moge sie zalogowac do Revolut, a interfejs w appce wyglada inaczej niz w instrukcjach i nie moge znalezc opcji odzyskania dostepu ani usuniecia tego passkey. Prosze o pomoc z recovery konta, weryfikacja tozsamosci i zabezpieczeniem konta, bo nie wiem czy stary device nie jest jeszcze dostepny dla kogos innego."
pl_expat_parent,lost_passkey_device,angry_after_waiting,"Lost my old phone with the Revolut passkey and now I can’t log in on my new Android at all. I’ve waited long enough — tell me exactly how to remove/replace that passkey, verify my identity, and secure the account right now in case someone else still has access to the lost device."
pl_expat_parent,mobile_verification_code_not_received,empty,"Nie przychodzi mi kod weryfikacyjny do logowania w aplikacji Revolut na Androidzie. Sprawdziłam numer i kod kraju, ale SMS dalej nie dochodzi — możecie proszę podpowiedzieć co jeszcze sprawdzić albo jak użyć recovery options?"
pl_expat_parent,mobile_verification_code_not_received,poor_internet_connection,"Nie moge sie zalogowac, bo kod weryfikacyjny z Revolut w ogole nie przychodzi na telefon. Sprawdzalam kilka razy, ale mam tez slaby internet i ekran mi sie czasem wywala — mozecie podpowiedziec jak sprawdzic format numeru, country code i co zrobic, zeby SMS/call na pewno doszly?"
pl_expat_parent,mobile_verification_code_not_received,anxious_security_fear,"Nie dostaje kodu weryfikacyjnego do logowania na Androidzie i jestem bardzo zaniepokojona, czy moje konto albo dane sa bezpieczne. Czy możecie prosze potwierdzić, co sprawdzić po stronie numeru telefonu i kraju, oraz czy mogę jeszcze raz wysłać kod bez ryzyka dla konta?"
pl_expat_parent,mobile_verification_code_not_received,confused_by_app_updates,"Nie moge sie zalogowac, bo kod weryfikacyjny z Revolut nie przychodzi, a instrukcje ktore znalazlam nie pasuja do tego co widze w appce po aktualizacji. Możecie prosze podpowiedziec gdzie teraz sprawdzic numer z kodem kraju i co kliknac, jesli sms albo call dalej nie dochodzi?"
pl_expat_parent,mobile_verification_code_not_received,angry_after_waiting,"Od wczoraj próbuję się zalogować i nadal nie dostaję kodu weryfikacyjnego na telefon, a potrzebuję to załatwić od razu. Sprawdźcie proszę, czy mój numer i country code są OK i co mam zrobić, żeby kod w końcu przyszedł — już długo czekam i to jest pilne."
pl_expat_parent,account_restricted_card_blocked,empty,"Hej, moja konto jest nagle restricted i w appce widze, ze informacje sa under review. Karta nie przechodzi, przelew tez jest zablokowany — mozecie prosze wyjasnic co sie dzieje i co mam doslac, zeby to szybciej odblokowac?"
pl_expat_parent,account_restricted_card_blocked,poor_internet_connection,"Hej, moj Revolut jest chyba zablokowany — card payments fail, przelewy nie chodza i w appce widze, ze moje informacje sa under review. Mam slaby internet i wszystko mi sie wiesza przy uploadzie, wiec prosze o jasne info co mam doslac i czy to da sie odblokowac szybciej, bo potrzebuje tez receipt/proof dla rodziny."
pl_expat_parent,account_restricted_card_blocked,anxious_security_fear,"Hej, od wczoraj mam restricted konto i w appce pisze, ze moje info is under review — kartą nie mogę płacić, przelewy też są blocked. Jestem bardzo zestresowana, czy moje pieniądze i dane są bezpieczne, i czy to zniknie jak tylko wyślę brakujące dokumenty?"
pl_expat_parent,account_restricted_card_blocked,confused_by_app_updates,"Hej, moja aplikacja Revolut wyglada inaczej niz w instrukcjach, które znalazlam, i nie moge znaleźć gdzie mam sprawdzic ten review/uzupelnic dokumenty. Teraz karta i przelewy sa zablokowane, a w app pokazuje tylko, ze info is under review — mozecie prosze wyjasnic co mam kliknac?"
pl_expat_parent,account_restricted_card_blocked,angry_after_waiting,"Dlaczego moj account jest restricted i wszystko teraz failuje — card payments i przelewy sa blocked, a app tylko pisze, ze moje info is under review? Czekam juz za dlugo i chce teraz jasnej odpowiedzi, co mam doslac albo zrobic, bo potrzebuje normalnie korzystac z Revolut, spoko?"
pl_expat_parent,savings_withdrawal_pending,empty,"Hi, I withdrew money from my Savings account to main balance but it’s still pending and I can’t use the funds yet. Can you check if this is normal for a Savings withdrawal and tell me where I can see the status or when it should arrive?"
pl_expat_parent,savings_withdrawal_pending,poor_internet_connection,"Czesc, zrobilam withdrawal z Savings na main balance, ale nadal jest pending i pieniadze nie sa dostepne. Mam slaby internet, aplikacja mi sie wiesza, wiec prosze o szybkie potwierdzenie gdzie sprawdzic status i czy weekend moze opozniac dostepnosc."
pl_expat_parent,savings_withdrawal_pending,anxious_security_fear,"Hi, I withdrew money from my Savings account to my main balance on Android, but it’s still pending and I’m really worried — is my money safe and can you confirm my data is ok too? Please tell me where I can check the withdrawal status and if weekend/holiday timing can delay it, because I need reassurance ASAP."
pl_expat_parent,savings_withdrawal_pending,confused_by_app_updates,"Wypłaciłam środki z Revolut Savings, ale dalej są pending i nie widze ich na main balance. Instrukcje które znalazłam nie pasują do nowego wyglądu appki na Androidzie, więc nie mogę znaleźć gdzie sprawdzić status tej wypłaty — możecie proszę potwierdzić czy to normalne i gdzie to teraz sprawdzić?"
pl_expat_parent,savings_withdrawal_pending,angry_after_waiting,"Czemu wypłata z Savings dalej jest pending i nie mam tych pieniedzy na main balance? Czekam juz za dlugo, prosze o natychmiastowe wyjasnienie gdzie to sprawdzic i kiedy to w koncu bedzie dostepne, bo to pilne."
pl_expat_parent,pocket_bill_not_enough_money,empty,"Hi, one of my bill payments from Bills Pocket failed because there wasnt enough money in it. Can you explain how Revolut takes Direct Debits from a Pocket, and how I can top it up or change the recurring transfer so this doesnt happen again? If needed, how do I move the bill back to my main account and check upcoming payments in the app?"
pl_expat_parent,pocket_bill_not_enough_money,poor_internet_connection,"Czesc, mam Bills Pocket do subskrypcji i Direct Debits, ale jeden bill nie przeszedl bo w Pocket zabraklo srodkow. Na szybko prosze o wyjasnienie jak Revolut pobiera platnosci z Pocket, jak moge ustawic wiecej money/recurring transfer do niego i czy da sie przeniesc ten bill z powrotem na glowny account, bo uploady i ekran mi ciagle padaja przy slabym necie."
pl_expat_parent,pocket_bill_not_enough_money,anxious_security_fear,"Hej, mam Bills Pocket i jeden rachunek nie przeszedl, bo zabraklo tam srodkow — czy Revolut probuje pobrac platnosc jeszcze raz i czy moje dane albo pieniadze sa bezpieczne? Prosze tez napiszcie, jak moge szybko doladowac ten Pocket albo przeniesc ten bill z powrotem na glowny rachunek i sprawdzic nadchodzace platnosci, bo jestem troche zaniepokojona."
pl_expat_parent,pocket_bill_not_enough_money,confused_by_app_updates,"Mam Bills Pocket i jeden rachunek nie przeszedl, bo zabraklo tam srodkow, a w aplikacji wszystko wyglada inaczej niz w instrukcji ktora znalazlam. Mozecie mi prosze wyjasnic, jak teraz sprawdzic nadchodzace platnosci i doładowac Pocket albo ustawic przel z main account, zeby takie Direct Debits nie failowaly?"
pl_expat_parent,pocket_bill_not_enough_money,angry_after_waiting,"Mam Bills Pocket i jeden direct debit nie poszedl, bo bylo za malo srodkow — czekam juz za dlugo i chce teraz jasna odpowiedz, co Revolut robi w takiej sytuacji. Jak moge od razu doladowac Pocket albo zmienic recurring transfer, zeby to sie nie powtorzylo, i czy da sie przeniesc ten bill z powrotem na glowne konto, jesli trzeba?"
pl_expat_parent,paid_plan_missed_payment,empty,"Hi, my paid Revolut plan payment failed this month and I’m worried about losing benefits or getting downgrade fees. Can you check my billing status, tell me how to add funds to pay the missed subscription, and confirm the next payment date and what happens to partner benefits, insurance, and plan cards if it stays unpaid?"
pl_expat_parent,paid_plan_missed_payment,poor_internet_connection,"Hej, moja oplata za platny plan nie przeszla i martwie sie, ze strace benefity albo dostane jakas fee za downgrade. Can you check status billing, kiedy jest next payment/date end plan, i czy moge doladowac konto zeby pobrac zalegla subskrypcje? Chce tez wiedziec co sie stanie z partner benefits, insurance i kartami planu jesli to dalej bedzie unpaid."
pl_expat_parent,paid_plan_missed_payment,anxious_security_fear,"Hej, widzę ze platnosc za mój paid Revolut plan nie przeszla i bardzo sie martwie, czy nie strace benefitów albo nie naliczycie mi downgrade fee. Prosze sprawdzcie status billing, kiedy jest next payment i end date planu, oraz jak moge doladowac konto zeby pokryc missed subscription amount — i czy moje dane albo money sa bezpieczne, bo jestem naprawde zestresowana."
pl_expat_parent,paid_plan_missed_payment,confused_by_app_updates,"Czesc, moj payment for paid plan failed and teraz w apce wszystko looks different od instrukcji, nie moge znalezc gdzie sprawdzic status billing ani doladowac funds na missed subscription. Can you tell me kiedy bedzie next payment date i co sie stanie z partner benefits, insurance i plan cards if I dont pay na czas, and czy moge dostac confirmation/receipt?"
pl_expat_parent,paid_plan_missed_payment,angry_after_waiting,"Moj payment za paid Revolut plan failed i czekam na to juz za dlugo — prosze od razu sprawdzcie billing status, czy moge doladowac konto zeby pobrac missed subscription amount, i podajcie mi next payment date oraz plan end date. Chce tez jasna odpowiedz co sie stanie z partner benefits, insurance i plan cards jesli to dalej bedzie unpaid albo mnie downgrade’ujecie, bo nie chce zadnych downgrade fees."
pl_expat_parent,referral_reward_missing,empty,"Czesc, mam pytanie o polecenie znajomej w Revolut — spodziewalam sie reward, ale nic nie przyszlo na konto. Czy mozecie sprawdzic, czy warunki kampanii byly spelnione i czy znajoma uzyla poprawnego linku, dodala srodki, aktywowala fizyczna karte i zrobila wymagane zakupy na czas?"
pl_expat_parent,referral_reward_missing,poor_internet_connection,"Hej, zaprosilam znajoma do Revolut przez link, ale bonus polecajacy dalej nie wszedl. Mozecie sprawdzic, czy spelnila warunki kampanii, czy weszla z dobrego invite linku, dodala srodki i zrobila wymagane zakupy przed deadlinem? Prosze tez potwierdzic, czy nie ma jakichs wykluczen albo mniejszej kwoty reward, bo mam slaby internet i wszystko mi sie sypie w appce."
pl_expat_parent,referral_reward_missing,anxious_security_fear,"Hej, jestem bardzo zaniepokojona bo zaprosiłam znajomą do Revolut i nadal nie mam bonusu za polecenie — czy możecie prosze sprawdzić, czy wszystko było spełnione? Chcę upewnić się, że użyła właściwego linku, dodała pieniądze i zrobiła wymagane zakupy/przyła kartę przed terminem, bo obawiam się też o moje dane i czy coś nie poszło nie tak."
pl_expat_parent,referral_reward_missing,confused_by_app_updates,"Czesc, zaprosilam znajomego przez Revolut i mialam dostac referral reward, ale nic nie przyszlo na konto. W appce interface wyglada inaczej niz w instrukcji i nie moge znalezc, gdzie sprawdzic czy uzyli dobrego invite link, czy spelnili warunki zasilenia konta/karty i zakupow przed deadlinem — mozecie to prosze sprawdzic?"
pl_expat_parent,referral_reward_missing,angry_after_waiting,"Gdzie jest moj reward z polecenia? Czekam juz za dlugo i nic nie przyszlo — prosze od razu sprawdzic, czy znajomy wszedl przez moj invite link, dolozyl pieniadze, aktywowal physical card i zrobil wymagane zakupy przed deadline, bo chce jasna odpowiedz teraz."
pl_expat_parent,travel_insurance_claim_documents,empty,"Hi, I had delayed baggage on my trip and want to start a travel insurance claim in the app, but I’m not sure which documents I need to upload. Can you tell me what’s required for the claim and where exactly to begin it in the insurance section?"
pl_expat_parent,travel_insurance_claim_documents,poor_internet_connection,"Hi, I need to start a travel insurance claim for delayed baggage, but the app keeps failing to upload docs on my weak internet. Can you tell me exactly which documents I need from the insurance section - like travel docs, baggage delay confirmation, airline report and receipts for expenses - and if the insurer may ask for more proof later?"
pl_expat_parent,travel_insurance_claim_documents,anxious_security_fear,"Hej, chcę zglosic claim z travel insurance po opoznionym baggage, ale jestem bardzo zdenerwowana czy moje dane i pieniadze sa bezpieczne. Prosze napisz mi krok po kroku jak zaczac to w aplikacji i jakie dokumenty od razu przygotowac — bilety, potwierdzenie opoznienia bagazu, report z linii i receipts za rzeczy kupione na szybko?"
pl_expat_parent,travel_insurance_claim_documents,confused_by_app_updates,"Chce zglosic claim z travel insurance za opozniony bagaz, ale instrukcje w appce wygladaja inaczej niz w poradniku i nie moge znalezc gdzie to zaczac. Jakie dokumenty mam przygotowac i gdzie dokładnie w Revolut Android mam wejsc, zeby zlozyc ten claim?"
pl_expat_parent,travel_insurance_claim_documents,angry_after_waiting,"Mam opozniony bagaz i chce od razu zlozyc claim z Revolut travel insurance, ale nie wiem jakie dokumenty sa potrzebne. Prosze napisz mi jasno, jak to zaczac w appce i co mam zalaczyc: travel docs, receipts, confirmation of baggage delay, airline report i proof of expenses, bo czekam juz za dlugo i potrzebuje konkretnej odpowiedzi teraz."
pl_expat_parent,airport_lounge_pass_issue,empty,"Kupilam airport lounge pass przez Revolut, ale na miejscu w lounge nie moga go zeskanowac i mowia, ze jest niewazny. Mozecie sprawdzic w aplikacji gdzie znajde szczegoly passu, czy jest dobry airport/terminal/date i passenger details, oraz czy da sie go anulowac albo dostac refund? Potrzebuje tez wiedziec, jakie potwierdzenie albo zdjecia zebrac, jesli pass byl valid a nie moglam z niego skorzystac."
pl_expat_parent,airport_lounge_pass_issue,poor_internet_connection,"Kupilam airport lounge pass w Revolut, ale w lounge mowia, ze nie da sie go zeskanowac albo ze jest niewazny, a u mnie przez slaby internet ekrany sie nie laduja i upload ciagle pada. Prosze pomoz mi szybko sprawdzic gdzie w apce znalezc ten pass, czy airport/terminal i dane pasazera sie zgadzaja, czy da sie to anulowac albo dostac refund, i jakie dowody mam zebrac, jesli pass byl wazny ale nie moglam go uzyc."
pl_expat_parent,airport_lounge_pass_issue,anxious_security_fear,"Kupilam airport lounge pass w Revolut i staff na lotnisku nie moga go zeskanowac, mowia ze niby niewazny, a ja jestem juz bardzo zestresowana bo nie wiem czy moje dane albo pieniadze sa bezpieczne. Prosze pomozcie mi szybko sprawdzic gdzie w appce znajde ten pass, czy zgadzaja sie airport, terminal, passenger details i data, oraz czy moge to anulowac albo dostac refund, bo nie moglam go uzyc mimo ze byl kupiony."
pl_expat_parent,airport_lounge_pass_issue,confused_by_app_updates,"Kupilam przez Revolut airport lounge pass, ale w appce wszystko wyglada inaczej niz w instrukcji i nie moge znalezc tego passu ani szczegolow. Na lotnisku mowia, ze nie da sie go zeskanowac albo jest niewazny — mozecie sprawdzic airport/terminal, dane pasazera, date i warunki uzycia, oraz powiedziec czy da sie to anulowac albo dostac refund, jesli pass byl valid ale nie moglam go uzyc?"
pl_expat_parent,airport_lounge_pass_issue,angry_after_waiting,"Kupilam lounge pass w Revolut i staff na lotnisku nie moze go zeskanowac, mowi ze jest niewazny. Prosze od razu sprawdzic gdzie w appce znajde ten pass i czy airport, terminal, dane pasazera, data i terms sa poprawne, oraz czy moge go anulowac albo dostac refund teraz, bo czekam za dlugo."
pl_expat_parent,esim_activation_failed,empty,"Hi, I bought a Revolut eSIM data plan for my trip but it wont install/activate on my Android phone. Can you please help me check if my device is compatible and what I need to do to get it working?"
pl_expat_parent,esim_activation_failed,poor_internet_connection,"Hej, kupilam w Revolut eSIM data plan na wyjazd, ale na moim Androidzie nie chce sie zainstalowac ani aktywowac, a internet u mnie dzisiaj przerywa i ekran na chwile znika. Mozecie sprawdzic, czy moj telefon w ogole wspiera eSIM i podac co mam zrobic krok po kroku, bo plan jest juz oplacony a dalej nie dziala?"
pl_expat_parent,esim_activation_failed,anxious_security_fear,"Kupilam Revolut eSIM na wyjazd, ale na Androidzie nie chce sie zainstalowac ani aktywowac i zaczynam sie martwic, czy moje dane albo pieniadze sa bezpieczne. Prosze, pomozcie mi sprawdzic krok po kroku czy telefon wspiera eSIM, czy musi byc odblokowany i pod internetem, oraz co ustawic z mobile data/roaming, bo na szybko potrzebuje to uruchomic i chcialabym tez potwierdzenie, czy moge dostac zwrot albo pomoc, jesli plan jest juz oplacony, a nadal nie dziala."
pl_expat_parent,esim_activation_failed,confused_by_app_updates,"Kupilam Revolut eSIM data plan na wyjazd, ale nie moge go zainstalowac ani aktywowac na Androidzie, a w apce wyglada to inaczej niz w instrukcji i nie moge znalezc tej opcji. Czy mozecie prosze podpowiedziec krok po kroku, gdzie to teraz jest, i jak sprawdzic czy telefon wspiera eSIM, jest odblokowany i czy trzeba wlaczyc roaming/mobile data?"
pl_expat_parent,esim_activation_failed,angry_after_waiting,"Kupilam Revolut eSIM na wyjazd i dalej nie da sie go zainstalowac ani aktywowac na moim Androidzie, a czekam juz za dlugo. Prosze o szybka, jasna pomoc teraz — czy moj telefon w ogole wspiera eSIM, czy musi byc odblokowany i co mam zrobic krok po kroku, bo plan jest zaplacony i nadal nieuzywalny."
pl_expat_parent,crypto_withdrawal_pending,empty,"Hej, zrobilam withdrawal krypto z Revolut do zewnetrznego walleta, ale dalej jest pending i adres nic nie recived. Czy mozecie sprawdzic czy wybralam dobry network, adres walleta, limity i fee, oraz czy nie potrzebujecie dodatkowych danych albo security check? Chce tez wiedziec ile jeszcze moze to trwac przez blockchain confirmations i co zrobic jesli transakcja sie nie powiedzie."
pl_expat_parent,crypto_withdrawal_pending,poor_internet_connection,"Hej, zrobiłam withdrawal krypto z Revolut do zewnetrznego walleta, ale dalej jest pending i adres nic nie recived, a internet mi znowu przerywa. Możecie sprawdzić czy wybrana byla dobra siec i wallet address, czy nie ma limitów albo fee, czy nie potrzeba jeszcze jakis danych/security check, i ile to moze wisiec przez blockchain confirmations?"
pl_expat_parent,crypto_withdrawal_pending,anxious_security_fear,"Wypłaciłam krypto z Revolut do zewnetrznego walleta i dalej jest pending, a adres nic nie recived — mozecie prosze sprawdzic czy wybralam dobry network, czy adres walleta i limit/fee sa OK, i czy nie trzeba jeszcze jakichs danych albo security check? Jestem bardzo zdenerwowana, boje sie o swoje pieniadze i dane, potrzebuje tez prosze potwierdzenia co z confirmations i co zrobic jesli transakcja sie nie powiedzie."
pl_expat_parent,crypto_withdrawal_pending,confused_by_app_updates,"Wycofalam crypto z Revolut do zewnetrznego walleta, ale status dalej pending i odbiorca nic nie recived. Interfejs w appce wyglada inaczej niz w instrukcjach, wiec nie moge znalezc gdzie sprawdzic network, adres walleta, fee i limity — mozecie prosze potwierdzic czy wszystko poszlo dobrze i co dalej jesli transakcja utknela?"
pl_expat_parent,crypto_withdrawal_pending,angry_after_waiting,"Czemu ten crypto withdrawal dalej jest pending i adres docelowy nic nie recived? Sprawdzcie od razu czy wybrany network, wallet address, limity, fees albo jakieś security checks nie blokują transakcji i powiedzcie mi jasno, kiedy to się wyjaśni albo co mam zrobić, bo czekam już za długo."
pl_expat_parent,trading_order_pending,empty,"Hi, I placed a stock buy order in Revolut Trading but it is still pending and I can’t see the shares in my portfolio. Can you check why it hasn’t executed yet — maybe market hours, order type, available cash, or if there’s some sell-only or trading halt issue?"
pl_expat_parent,trading_order_pending,poor_internet_connection,"Hi, I placed a stock buy order in Revolut Trading but it’s still pending and I can’t see the shares in my portfolio. My internet is unstable so the screen keeps failing, but can you tell me if this is just market hours / order type / enough cash / fractionals / trading halt issue, and whether it can still be executed or cancelled?"
pl_expat_parent,trading_order_pending,anxious_security_fear,"Zlozylam buy order na akcje w Revolut Trading, ale od kilku godzin jest nadal pending i nie widze tych shares w portfolio — czy to normalne? Jestem bardzo zaniepokojona, bo boje sie o pieniadze i dane, prosze potwierdzic co sie dzieje i czy order na pewno jest bezpieczny."
pl_expat_parent,trading_order_pending,confused_by_app_updates,"Zlozylam order kupna akcji w Revolut Trading, ale dalej jest pending i nie widze ich w portfelu. Interfejs w appce wyglada inaczej niz w instrukcjach, wiec nie moge znalezc gdzie sprawdzic co blokuje ten order — mozecie wyjasnic czy to przez market hours, typ orderu albo brak dostepnej gotowki?"
pl_expat_parent,trading_order_pending,angry_after_waiting,"Dlaczego moj order kupna akcji dalej wisi jako pending i nie widze tych shares w portfolio? Czekam juz za dlugo, chce od razu jasne info czy to kwestia market hours, cash, fractional shares albo halt, bo potrzebuje rozwiazania teraz."
us_fintech_poweruser,identity_passport_upload,empty,"My account got temporarily limited and the app says I need to upload a passport or ID, but I can’t find where to do that in the app. Also my card stopped working, so can you point me to the right place to submit it and let me know how long the review usually takes?"
us_fintech_poweruser,identity_passport_upload,poor_internet_connection,"My account got temporarily limited for a security check and the app says I need to upload my passport, but my card stopped working and I can’t find where to submit the doc. My connection is kinda unstable so the screens keep failing—can you point me to the in-app request and how to get a clear upload through so you can review it and restore access?"
us_fintech_poweruser,identity_passport_upload,anxious_security_fear,"My account got temporarily limited after a security check and now my card is dead, which is a pretty rough pain point. The app says I need to upload a passport but I can’t find where to do that, and I’m honestly anxious about my money and data — can you tell me exactly how to open the in-app request, submit a clear photo securely, and when access gets restored?"
us_fintech_poweruser,identity_passport_upload,confused_by_app_updates,"My account got temporarily limited and the app says I need to upload a passport or ID, but the UI looks different from the instructions and I can’t find where to do it. My card stopped working too — can you point me to the exact place in the app to submit the doc securely and tell me what happens after I send it?"
us_fintech_poweruser,identity_passport_upload,angry_after_waiting,"My account’s been limited for a security check and the card is dead, but I can’t find where to upload the passport in the app. Can you tell me exactly how to open the document request and submit a clear photo so this gets reviewed and my access is restored ASAP?"
us_fintech_poweruser,proof_of_address_rejected,empty,"My proof of address got rejected and I’m not really getting why — I uploaded a screenshot of my online bill, which felt pretty standard. Can you tell me what docs are actually acceptable, and what needs to match on the name/address plus how recent and readable it has to be so I can resubmit it in the verification flow?"
us_fintech_poweruser,proof_of_address_rejected,poor_internet_connection,"My proof of address got rejected after I uploaded a screenshot of an online bill and I’m not sure why. The upload keeps failing too, low-key because my connection is shaky—can you tell me exactly what docs are accepted, and how to make sure the name/address match my Revolut profile and the statement is recent enough?"
us_fintech_poweruser,proof_of_address_rejected,anxious_security_fear,"My proof of address got rejected after I uploaded an online bill screenshot, and I’m pretty anxious about whether my money or personal data is at risk. Can you tell me what documents are actually accepted, what needs to match on the name/address, and how I can resubmit it the right way in the verification flow?"
us_fintech_poweruser,proof_of_address_rejected,confused_by_app_updates,"Tried to verify my address but my proof of address got rejected, and I uploaded a screenshot of an online bill so I’m not sure what failed. The app UI looks different than the help article I found, so can you tell me where to resubmit it and what docs are actually acceptable plus what needs to match on the name/address and how recent it has to be?"
us_fintech_poweruser,proof_of_address_rejected,angry_after_waiting,"My proof of address got rejected and I’m pissed because I uploaded a screenshot of my online bill, so why isn’t that accepted? I need the exact docs Revolut will take, and I want to know if my name/address have to match my profile exactly, plus how recent and readable it needs to be so I can resubmit this now."
us_fintech_poweruser,source_of_funds_review,empty,"I got a source of funds request after a few big transfers and I’m trying to figure out what exactly Revolut needs here. Is it usually salary slips, tax docs, bank statements, sale contracts, or something else depending on where the money came from? I just want to make sure I send the right proof so my account doesn’t get flagged or closed."
us_fintech_poweruser,source_of_funds_review,poor_internet_connection,"Revolut just hit me with a source of funds doc request after a few large transfers and I’m low-key worried the account gets closed if I miss something. My connection’s been trash so uploads keep failing—what exact evidence do you need here, like salary slips, tax docs, bank statements, sale contracts, etc, and does it need to clearly match the transfers under review?"
us_fintech_poweruser,source_of_funds_review,anxious_security_fear,"I just got a source of funds request after a few big transfers and I’m kinda stressed — is my account at risk of being closed? Can you tell me exactly what docs you need, like salary slips, tax docs, bank statements, sale contracts, or whatever matches the transfer source, and what needs to be shown so I know the evidence actually supports the trasnactions under review."
us_fintech_poweruser,source_of_funds_review,confused_by_app_updates,"I just got a source of funds request after a few large transfers and the app layout looks different from the help article, so I can’t find where to upload the docs. Can you tell me exactly what proof you need here — salary slips, tax docs, bank statements, sale contract, etc — and whether it has to clearly match the transactions under review?"
us_fintech_poweruser,source_of_funds_review,angry_after_waiting,"I got hit with a source of funds request after a few large transfers and I’m not trying to get my account frozen or closed. Just tell me exactly what docs you need right now — salary slips, tax returns, bank statements, sale contracts, whatever — so I can send the right proof and get this resolved immediately."
us_fintech_poweruser,card_payment_declined_enough_funds,empty,"My Revolut card keeps getting declined in-store even though I’ve got enough balance. Can you check what might be blocking it — card security settings, spending limits, frozen status, location restrictions, merchant category, or a temp security decline — and what I can change in-app before I retry?"
us_fintech_poweruser,card_payment_declined_enough_funds,poor_internet_connection,"My Revolut card keeps getting declined at stores even though I’ve got enough balance, which is a pain point. Can you help me check if it’s something like card security, spending limits, merchant restrictions, frozen card status, location checks, or a temporary decline, and what I can change in the app before I retry?"
us_fintech_poweruser,card_payment_declined_enough_funds,anxious_security_fear,"My Revolut card keeps getting declined in-store even though I have enough balance, and now I’m honestly freaking out a bit — is my money or data at risk? Can you tell me what could be blocking it in the app, like card freeze, limits, security settings, location checks, or merchant restrictions, and what I should change before I try again?"
us_fintech_poweruser,card_payment_declined_enough_funds,confused_by_app_updates,"My Revolut card got declined in-store even though I’ve got enough balance, and I’m trying to figure out what’s blocking it before I tap again. The app UI looks different from the help steps I found, so can you point me to where I can check card security settings, spending limits, merchant restrictions, or any temporary freeze/security block on iOS?"
us_fintech_poweruser,card_payment_declined_enough_funds,angry_after_waiting,"My Revolut card keeps getting declined in-store even though I have plenty of balance, and I need a clear answer now. Can you check what’s blocking it—security settings, spending limits, frozen status, location checks, bad PIN attempts, or merchant restrictions—and tell me exactly what I can change in the app before I try again?"
us_fintech_poweruser,apple_pay_card_add_failed,empty,"Trying to add my Revolut card to Apple Pay but it keeps throwing a verification error in Wallet. Can you help me troubleshoot the usual stuff like Apple Pay eligibility, app/iOS updates, making sure the card is active/not blocked, and whether I should re-add it from the Revolut app instead of manually entering the details?"
us_fintech_poweruser,apple_pay_card_add_failed,poor_internet_connection,"Trying to add my Revolut card to Apple Pay but verification keeps erroring out in Wallet. The connection is pretty unstable on my end so screens keep failing, but can you tell me the quickest way to check if the card is Apple Pay eligible, make sure Revolut and iOS are up to date, confirm the card isn’t blocked, and whether I should re-add it from inside the Revolut app instead of manually?"
us_fintech_poweruser,apple_pay_card_add_failed,anxious_security_fear,"I’m trying to add my Revolut card to Apple Pay but the wallet app keeps throwing a verification error, and I’m kinda freaking out that my money or personal data might be at risk. Can you walk me through the exact checks I should do — Apple Pay eligibility, updating Revolut and iOS, making sure the card is active/not blocked, confirming the phone number for codes, and whether I should add it from the Revolut app instead of typing it in manually?"
